Country,Year,Ministry Or Department,Additional Info,Pay  (UOM:INR(IndianRupees)),Dearness Allowance (UOM:INR(IndianRupees)),House Rent Allowance (UOM:INR(IndianRupees)),Compensatory City Allowance (Cca) (UOM:INR(IndianRupees)),Overtime Allowance (Ota) (UOM:INR(IndianRupees)),Others (UOM:INR(IndianRupees)),Travel Allowances (UOM:INR(IndianRupees)),Bonus (UOM:INR(IndianRupees)),Honorarium (UOM:INR(IndianRupees)),Encashment Of Earned Leave(El) (UOM:INR(IndianRupees)),Transport (UOM:INR(IndianRupees))
India,"Financial Year (Apr - Mar), 2019",AYUSH,,16.28,2.46,2.37,,0,1.02,2.02,0.05,0.04,0.56,1.28
India,"Financial Year (Apr - Mar), 2017",BIO - TECHNOLOGY,,14.74,0.73,1.37,,0.01,0.63,2.2,0.06,0.05,0.42,1.07
India,"Financial Year (Apr - Mar), 2013",ROAD TRANSPORT AND HIGHWAYS,,37.94,30.73,7.47,,0.04,4.63,5.16,0.31,0.23,1.4,5.8
India,"Financial Year (Apr - Mar), 2015",PRESIDENT'S SECRETARIAT,,5.98,6.99,0.22,,0.06,0.8,0,0.08,0.14,0.16,1.2
India,"Financial Year (Apr - Mar), 2020",PETROLEUM AND NATURAL GAS,,17.24,2.98,2.17,,0,1.66,1.8,0.08,0.08,1.68,1.4
India,"Financial Year (Apr - Mar), 2012",FINANCIAL SERVICES,,24.35,16.84,4.45,,0.1,3.58,1.49,0.39,0.15,0.44,3.78
India,"Financial Year (Apr - Mar), 2014",ENVIRONMENT AND FORESTS,,63.96,68.28,9.7,,0.35,16.25,19.37,0.68,0.19,7.19,9.92
India,"Financial Year (Apr - Mar), 2003",UNION PUBLIC SERVICE COMMISSION,,1282.42,745.99,225.13,46.25,12,97.3,92.59,36.45,52.28,37.07,42.88
India,"Financial Year (Apr - Mar), 2002",EXTERNAL AFFAIRS,Excluding missions abroad(*),2995.61,1516.23,294.83,43.29,69.05,201.01,697.55,63.48,6.47,66.34,44.61
India,"Financial Year (Apr - Mar), 2006",LAW AND JUSTICE,,29.43,7.95,4.29,0.66,0.23,1.9,1.67,0.42,0.26,0.22,0.6
India,"Financial Year (Apr - Mar), 2014",EXPENDITURE,,21.33,22.67,3.92,,0.06,3.55,1.76,0.16,0.15,0.64,4.12
India,"Financial Year (Apr - Mar), 2012",STATISTICS AND PROGRAMME IMPLEMENTATION,,114.45,71.98,26.51,,0.1,10.01,15.66,0.72,0.49,7.85,12.83
India,"Financial Year (Apr - Mar), 2016",INVESTMENT AND PUBLIC ASSET MANAGEMENT ( DIPAM ),,3.88,0.98,0.28,,0,0.14,1.36,0.03,0.02,0.18,0.28
India,"Financial Year (Apr - Mar), 2015",UNION PUBLIC SERVICE COMMISSION,,31.57,37.65,5.37,,0.06,4.69,0.34,0.35,1.61,3.16,6.34
India,"Financial Year (Apr - Mar), 2007",BIO - TECHNOLOGY,,2.97,1.16,0.46,0.07,0.04,0.02,0.42,0.03,0.06,0.11,0.07
India,"Financial Year (Apr - Mar), 2000",DEFENCE ( CIVIL ),,311254.65,111920.31,34843.79,5565.62,36522.29,19990.53,8159.13,14154.04,231.67,4592.66,4849.28
India,"Financial Year (Apr - Mar), 2018",ENVIRONMENT AND FORESTS,,165.71,15.36,20.51,,0.07,27.34,35.44,1.06,0.34,1.31,13.45
India,"Financial Year (Apr - Mar), 2002",SSI AGRO AND RURAL INDUSTRIES,,1896.8,970.97,304.37,45.2,7.68,114.99,107.17,55.22,1.82,47.85,58.76
India,"Financial Year (Apr - Mar), 2020",INDIAN AUDIT AND ACCOUNTS DEPARTMENT,,3042.34,519.31,449.07,,0.06,212.07,126.99,19.79,3.66,131.88,207.66
India,"Financial Year (Apr - Mar), 2012",PRESIDENT'S SECRETARIAT,,5.69,3.98,0.24,,0.09,0.91,0.07,0.07,0.13,0.35,0.82
India,"Financial Year (Apr - Mar), 2012",YOUTH AFFAIRS AND SPORTS,,9.54,5.88,1.61,,0.1,0.78,1.28,0.11,0.07,0.31,1.31
India,"Financial Year (Apr - Mar), 2008",TEXTILES,,88.69,18.23,9.65,0.67,0.2,3.58,5.34,1.65,0.14,0.95,3.81
India,"Financial Year (Apr - Mar), 2020",FERTILIZERS,,12.58,2.1,1.74,,0.01,0.62,0.29,0.07,0.06,0.13,0.97
India,"Financial Year (Apr - Mar), 2007",FOOD PROCESSING INDUSTRIES,,2.84,1.12,0.45,0.11,0.06,0.14,0.59,0.05,0.02,0.09,0.08
India,"Financial Year (Apr - Mar), 2010",CABINET SECRETARIAT,,7.06,2.72,0.79,,0.1,0.74,0.99,0.06,0.07,0.22,0.81
India,"Financial Year (Apr - Mar), 2006",SHIPPING,,21.7,5.65,1.95,0.29,0.08,3.17,2.86,0.36,0.07,0.49,0.24
India,"Financial Year (Apr - Mar), 2021",FERTILIZERS,,11.88,3.04,1.64,,0.01,0.58,0.15,0.07,0.06,0.12,0.92
India,"Financial Year (Apr - Mar), 2009",URBAN DEVELOPMENT,Including HUPA(**/@@).,592.52,112.58,43.66,,0.4,29.62,9.5,2.76,1.28,2.37,23.51
India,"Financial Year (Apr - Mar), 2016","MICRO , SMALL AND MEDIUM ENTERPRISES",,94.54,25.3,7.74,,0,5.29,3.58,1.1,0.17,3.66,6.29
India,"Financial Year (Apr - Mar), 2013",LAND RESOURCES,,2.89,2.4,0.45,,0.02,0.45,0.15,0.02,0.04,0.26,0.44
India,"Financial Year (Apr - Mar), 2005",CHEMICALS AND PETROCHEMICALS,,3.76,0.71,0.61,0.08,0.1,0.16,0.83,0.04,0.09,0.08,0.08
India,"Financial Year (Apr - Mar), 2017",NEW AND RENEWABLE ENERGY,,19.79,1.05,1.4,,0,0.88,1.26,0.07,0.05,0.04,1.29
India,"Financial Year (Apr - Mar), 2014","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,172.83,179.31,28.14,,0.15,108.61,21.77,2.86,0.55,4.15,28.8
India,"Financial Year (Apr - Mar), 2008",HIGHER EDUCATION,,31.63,6.87,3.9,0.23,0.15,2.56,2.57,0.45,0.39,1.3,1.84
India,"Financial Year (Apr - Mar), 2009",SCIENCE AND TECHNOLOGY,,211.51,40.69,22.3,,0.17,13.77,13.58,2.62,0.5,1.96,12.02
India,"Financial Year (Apr - Mar), 2007",DEVELOPMENT OF NE REGION,,3.12,1.14,0.5,0.02,0.05,0.57,1.64,0.04,0.04,0.07,0.06
India,"Financial Year (Apr - Mar), 2008",LABOUR AND EMPLOYMENT,,153.47,30.06,12.22,0.65,0.23,7.34,10.63,2.18,0.37,3.04,5.56
India,"Financial Year (Apr - Mar), 2003",SURFACE TRANSPORT,,2804.91,1632.56,395.97,65.38,22.31,353.84,541.35,76.57,11.13,64.97,72.3
India,"Financial Year (Apr - Mar), 2018",EXTERNAL AFFAIRS,Excluding missions abroad(*),480.64,38.45,34.94,,0.01,18.37,39.05,1.33,0.04,13.35,18.31
India,"Financial Year (Apr - Mar), 2015",PETROLEUM AND NATURAL GAS,,7,8.22,1.02,,0.01,0.75,1.12,0.04,0.09,0.89,1.29
India,"Financial Year (Apr - Mar), 2003",PLANNING ( NITI AYOG ),,1062.22,611.18,170.69,30.46,18.82,78.46,223.14,22.45,3.22,78.78,40.24
India,"Financial Year (Apr - Mar), 2021",FINANCIAL SERVICES,,92.85,24.58,13.93,,0,4.19,1.29,0.58,0,0.15,5.48
India,"Financial Year (Apr - Mar), 2008",ROAD TRANSPORT AND HIGHWAYS,,35.86,7.51,4.82,0.14,0.13,4.17,2.03,0.45,0.3,2.06,2.29
India,"Financial Year (Apr - Mar), 2014",SCIENCE AND TECHNOLOGY,,121.43,134.16,21.26,,0.12,19.45,8.62,2.3,0.63,10.64,19.56
India,"Financial Year (Apr - Mar), 2014",SOCIAL JUSTICE AND EMPOWERMENT,,14.1,14.87,2.42,,0.05,1.88,2.1,0.08,0.11,1.39,2.4
India,"Financial Year (Apr - Mar), 2009",SHIPPING,,52.28,9.9,5.17,,0.02,8.96,4.96,0.44,0.07,1.01,3.13
India,"Financial Year (Apr - Mar), 2007",CABINET SECRETARIAT,,3.27,1.23,0.35,0.08,0.12,0.16,0.42,0.04,0.05,0.27,0.09
India,"Financial Year (Apr - Mar), 2002",PUBLIC ENTERPRISES,,109.13,55.21,10.41,1.48,2.53,7.41,3.25,0.03,0,0,1.57
India,"Financial Year (Apr - Mar), 2017",AYUSH,,12.83,0.61,1.51,,0,0.83,2.79,0.05,0.02,1,0.93
India,"Financial Year (Apr - Mar), 2013",RAILWAYS,,19884.66,17539.57,2179.73,,987.45,3745.63,1244,1445.46,12.14,1123.64,2171.72
India,"Financial Year (Apr - Mar), 2001",CHEMICALS AND PETROCHEMICALS,,201.9,90.29,37.47,6.71,6.66,5.56,39.39,4.04,1.43,10.49,8.18
India,"Financial Year (Apr - Mar), 2017",POWER,,93.63,4.71,7.07,,0.02,4,13.25,0.53,0.16,4.77,5.93
India,"Financial Year (Apr - Mar), 2016",MINORITY AFFAIRS,,10.75,2.97,0.95,,0.03,0.54,0.89,0.06,0.05,0.09,0.72
India,"Financial Year (Apr - Mar), 2005",ROAD TRANSPORT AND HIGHWAYS,,13.46,2.76,1.53,0.23,0.36,0.77,0.78,0.13,0.04,0.3,0.17
India,"Financial Year (Apr - Mar), 2016",RAILWAYS,,48315.45,11799.24,2367.61,,928.67,4899.39,1410.88,2146.62,15.25,1669.88,2720.07
India,"Financial Year (Apr - Mar), 2020",SHIPPING,,101.36,17.19,7.89,,0,11.57,5.94,0.63,0.01,5.38,5.75
India,"Financial Year (Apr - Mar), 2015",MINORITY AFFAIRS,,4.93,5.72,0.79,,0.02,0.34,0.77,0.03,0.04,0.2,0.63
India,"Financial Year (Apr - Mar), 2015",AGRICULTURAL RESEARCH AND EDUCATION,,1.56,1.83,0.22,,0,0.16,0.59,0.01,0.01,0.13,0.12
India,"Financial Year (Apr - Mar), 2000",PRIME MINISTER'S OFFICE,,339.76,135.46,31.8,4.72,8.02,24.9,10.34,8.51,0,1.91,4.04
India,"Financial Year (Apr - Mar), 2019",CIVIL AVIATION,,92.81,13.68,12.67,,0,7.141,10.85,0.86,0.14,2,7
India,"Financial Year (Apr - Mar), 2021",TOURISM,,20.81,5.5,2.74,,0,4.18,1.97,0.12,0.03,2.63,1.76
India,"Financial Year (Apr - Mar), 2008",DRINKING WATER SUPPLY,,1.4,0.31,0.21,0.01,0.02,0.07,0.45,0.02,0,0.01,0.06
India,"Financial Year (Apr - Mar), 2012",AGRICULTURAL RESEARCH AND EDUCATION,,1.51,1.03,0.26,,0.01,0.14,0.23,0.01,0.01,0,0.16
India,"Financial Year (Apr - Mar), 2010",SHIPPING,,38.51,16.42,5.39,,0.1,9.34,7.67,0.69,0.07,1.09,4.46
India,"Financial Year (Apr - Mar), 2017",ROAD TRANSPORT AND HIGHWAYS,,65.62,3.39,7.87,,0,3.39,4.51,0.36,0,2.29,4.65
India,"Financial Year (Apr - Mar), 2016",INFORMATION AND BROADCASTING,,207.53,58.6,16.3,,0.04,14.12,9.61,2.7,1.45,4.39,17.41
India,"Financial Year (Apr - Mar), 2014",INFORMATION AND BROADCASTING,,89.05,90.78,14.45,,0.28,13.5,8.02,1.27,0.61,1.62,14.14
India,"Financial Year (Apr - Mar), 2009",TRIBAL AFFAIRS,,7.02,1.4,1.07,,0.03,0.53,0.55,0.07,0.07,0.08,0.65
India,"Financial Year (Apr - Mar), 2005",UNION PUBLIC SERVICE COMMISSION,,19.12,3.86,3.48,0.56,0.12,1.32,1.45,0.36,0.66,0.56,0.46
India,"Financial Year (Apr - Mar), 2009","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,207.92,41.59,27.64,,0.19,20.31,10.53,2.5,0.5,2.79,16.83
India,"Financial Year (Apr - Mar), 2021",ATOMIC ENERGY,,2585.67,672.27,214.36,,15.88,678.46,27.83,0,0.28,122.27,145.34
India,"Financial Year (Apr - Mar), 2006",PLANNING ( NITI AYOG ),,15.83,4.32,2.43,0.37,0.19,1.33,3.56,0.21,0.03,0,0.42
India,"Financial Year (Apr - Mar), 2005",EXTERNAL AFFAIRS,Excluding missions abroad(*),44.21,9.31,4.29,0.66,1.59,2.63,1.73,0.63,0.06,0.69,0.39
India,"Financial Year (Apr - Mar), 2006",TEXTILES,,52.29,14.43,7.13,0.87,0.9,2.66,4.42,0.54,0.21,1.31,0.6
India,"Financial Year (Apr - Mar), 2000",FAMILY WELFARE,,1469.96,572.62,179.77,32.58,28.41,105.54,64.6,39.94,3.78,25.01,33.42
India,"Financial Year (Apr - Mar), 2014",LABOUR AND EMPLOYMENT,,153.75,156.68,18.63,,0.15,28.03,15.34,1.62,3.99,4.75,15.29
India,"Financial Year (Apr - Mar), 2003",CULTURE,,4798.05,2817.94,585.55,91.48,109.58,355.29,334.7,52.54,22.57,42.84,90.42
India,"Financial Year (Apr - Mar), 2019",SCIENCE AND TECHNOLOGY,,259.51,40.03,31.59,,0,14.53,16.47,2.26,0.28,14.08,16.84
India,"Financial Year (Apr - Mar), 2008",MINORITY AFFAIRS,,4.18,0.95,0.65,0.03,0.06,0.28,1.26,0.06,0.04,0.05,0.18
India,"Financial Year (Apr - Mar), 2000",INFORMATION TECHNOLOGY,,5171.03,1811.26,689.8,103.7,25.95,150.16,521.84,57.27,24.36,42.87,209.66
India,"Financial Year (Apr - Mar), 2001",STEEL,,373.15,165,72.86,13.12,5.23,9.89,48.51,9.88,2.47,7.17,11.82
India,"Financial Year (Apr - Mar), 2018",SCIENCE AND TECHNOLOGY,,274.84,23.67,35.15,,0.02,26.7,14.78,2.11,0.61,15.87,17.61
India,"Financial Year (Apr - Mar), 2016","PERSONNEL , PUBLIC GRIEVANCES AND PENSIONS",,409.11,103.13,28.87,,0.24,50.41,21.37,4.23,0.44,6.94,30.64
India,"Financial Year (Apr - Mar), 2009",INDIAN AUDIT AND ACCOUNTS DEPARTMENT,,1441.52,268.69,192.45,,0.13,68.63,95.96,13.3,3.06,41.19,89.14
India,"Financial Year (Apr - Mar), 2000",CULTURE,,4973.29,1908.35,569.37,86.24,103.49,319.48,316.59,175.83,11.72,47.47,77.34
India,"Financial Year (Apr - Mar), 2000",PUBLIC ENTERPRISES,,108.87,43.41,10.19,1.51,2.57,7.98,3.25,0.03,0,0,1.3
India,"Financial Year (Apr - Mar), 2015",CORPORATE AFFAIRS,,32.87,38.63,6.61,,0.03,3.95,2.34,0.32,0.11,1.85,6.26
India,"Financial Year (Apr - Mar), 2021",UNION PUBLIC SERVICE COMMISSION,,75.79,19.32,10.94,,0.01,6.98,0.22,0.55,1.84,4.05,6.46
India,"Financial Year (Apr - Mar), 2015",INFORMATION TECHNOLOGY,,191.2,225.62,35.54,,0.08,18.42,8.46,0.47,0.39,4.24,25.66
India,"Financial Year (Apr - Mar), 2012",CABINET SECRETARIAT,,7.49,5.02,0.82,,0.11,1.23,0.82,0.07,0.12,0.6,1.01
India,"Financial Year (Apr - Mar), 2009",DISINVESTMENT,,2.05,0.4,0.18,,0,0.16,0.73,0.01,0.01,0.01,0.13
India,"Financial Year (Apr - Mar), 2007",SOCIAL JUSTICE AND EMPOWERMENT,,8.54,3.33,1.35,0.22,0.11,0.48,1.48,0.09,0.07,0.35,0.22
India,"Financial Year (Apr - Mar), 2019",PROMOTION OF INDUSTRY AND INTERNAL TRADE,,136.18,20.13,22.77,,0.01,7.16,5.93,0.48,0.12,3.31,14.14
India,"Financial Year (Apr - Mar), 2019",SCHOOL EDUCATION AND LITERACY,,17.81,2.62,2.72,,0,0.73,0.51,0.02,0.06,1.32,1.26
India,"Financial Year (Apr - Mar), 2019",HOUSING AND URBAN AFFAIRS,,1222.6,184.42,171.42,,0,92.87,18.21,9.95,1.05,25.02,84.89
India,"Financial Year (Apr - Mar), 2017",SCIENCE AND TECHNOLOGY,,283.43,14.5,29.93,,0.01,15.45,13.34,3.01,0.29,14.62,17.8
India,"Financial Year (Apr - Mar), 2013",HOME AFFAIRS,,12693.33,11088,757.94,,1.97,4829.36,995.09,217.97,5.83,183.18,1097.14
India,"Financial Year (Apr - Mar), 2002",PETROLEUM AND NATURAL GAS,,217.01,109.79,20.7,2.95,5.03,14.74,12.9,4.52,0.27,4.72,3.12
India,"Financial Year (Apr - Mar), 2010",WATER RESOURCES,,179.36,76.75,29.33,,0.15,29.05,14.97,2.11,0.25,6.08,16.45
India,"Financial Year (Apr - Mar), 2002",POSTS,,169387.74,90590.03,20493.63,2637.2,4007.67,9888.34,3204.32,19241.07,733.95,6305.29,2898.84
India,"Financial Year (Apr - Mar), 2001",SPACE,,15140.05,6531.31,1609.47,251.73,193.27,1799.27,1686.24,184.5,6.94,377.92,118.9
India,"Financial Year (Apr - Mar), 2008",PANCHAYATI RAJ,,2.43,0.48,0.28,0.01,0.02,0.16,0.57,0.02,0.02,0.07,0.1
India,"Financial Year (Apr - Mar), 2007",FINANCIAL SERVICES,,14.41,6.26,2.66,0.23,0.05,1.17,0.98,0.21,0.09,0.05,0.28
India,"Financial Year (Apr - Mar), 2000",OCEAN DEVELOPMENT,,104.18,43.52,13.78,3.01,1.29,5.95,35.84,2.51,0.15,3.97,3.29
India,"Financial Year (Apr - Mar), 2021",CONSUMER AFFAIRS,,50.56,12.99,6.03,,0.01,4.19,1.08,0.28,0.15,1.9,3.34
India,"Financial Year (Apr - Mar), 2020",ECONOMIC AFFAIRS,,64.52,10.92,9.85,,0,5.86,11.07,0.37,0.46,4.26,4.2
India,"Financial Year (Apr - Mar), 2012",SHIPPING,,39.31,27.27,4.72,,0.08,7.62,6.49,0.44,0.18,1.25,4.06
India,"Financial Year (Apr - Mar), 2019",TOURISM,,26.04,3.86,3.43,,0,5.22,2.56,0.16,0.04,0,1.38
India,"Financial Year (Apr - Mar), 2008",BIO - TECHNOLOGY,,4.11,1.12,0.62,0.03,0.02,0.03,0.57,0.03,0.05,0.15,0.29
India,"Financial Year (Apr - Mar), 2018",STEEL,,16.68,1.54,2.51,,0,1.28,2.5,0.09,0.09,0.66,1.34
India,"Financial Year (Apr - Mar), 2002",INFORMATION TECHNOLOGY,,5345.55,2711.28,768.71,106.21,30.19,188.54,720.51,44.47,26.61,43.8,228.37
India,"Financial Year (Apr - Mar), 2007",FERTILIZERS,,3.68,1.43,0.57,0.09,0.09,0.11,0.64,0.05,0.08,0.13,0.11
India,"Financial Year (Apr - Mar), 2005",SCIENCE AND TECHNOLOGY,,176.62,35.18,20.9,3.28,5.04,11.06,7.77,3.31,0.69,1.83,2.53
India,"Financial Year (Apr - Mar), 2013",VICE PRESIDENT'S SECRETARIAT,,0.91,0.81,0.07,,0.05,0.14,0.12,0.01,0,0,0.16
India,"Financial Year (Apr - Mar), 2000",RAILWAYS,,822801.37,334079.35,75247.18,11302.51,19628.39,66981.83,48977.7,71108.9,1918.67,19800.72,9394.68
India,"Financial Year (Apr - Mar), 2017",FOOD PROCESSING INDUSTRIES,,11.58,0.6,1.26,,0.01,0.45,1.42,0.05,0.06,0.37,0.69
India,"Financial Year (Apr - Mar), 2020",DEFENCE ( CIVIL ),,20990.49,3509.34,2172.51,,42.57,1286.73,180.05,229.78,7.1,541.74,1246.66
India,"Financial Year (Apr - Mar), 2008",UNION PUBLIC SERVICE COMMISSION,,33.62,7.26,4.47,0.27,0.12,3.67,1.51,0.42,1.22,1.9,2.12
India,"Financial Year (Apr - Mar), 2006",PETROLEUM AND NATURAL GAS,,3.53,0.97,0.53,0.05,0.09,0.24,0.97,0.03,0.01,0.18,0.03
India,"Financial Year (Apr - Mar), 2013",DRINKING WATER AND SANITATION,,4.02,3.54,0.4,,0.02,0.36,0.96,0.01,0,0,0.38
India,"Financial Year (Apr - Mar), 2005",TELECOMMUNICATIONS,,32.58,6.54,5.29,0.7,0.35,1.79,5.48,0.38,0.09,0,0.73
India,"Financial Year (Apr - Mar), 2017",COAL,,17.54,0.98,2.11,,0.01,0.85,0.8,0.16,0.09,0.51,1.18
India,"Financial Year (Apr - Mar), 2014",INFORMATION TECHNOLOGY,,182.12,197,33.36,,0.12,22.72,7.62,0.36,0.44,7.03,23.63
India,"Financial Year (Apr - Mar), 2003",POWER,,2088.7,1222.25,216.7,34.89,43.8,161.83,222.43,32.82,2.56,25.77,35.93
India,"Financial Year (Apr - Mar), 2002",FOOD AND PUBLIC DISTRIBUTION,,1152.23,584.21,168.64,28.53,16.46,60.71,95.53,28.87,4.33,40.47,32.11
India,"Financial Year (Apr - Mar), 2002",TOURISM,,382.45,191.2,66.54,10.81,4.68,18,79.94,9.42,2.13,0,10.98
India,"Financial Year (Apr - Mar), 2021",CABINET SECRETARIAT,,24.06,6.18,2.67,,0.07,1.91,0.29,0.11,0.1,2.48,1.82
India,"Financial Year (Apr - Mar), 2016",EXTERNAL AFFAIRS,Excluding missions abroad(*),250.09,67.53,14.69,,0.03,9.97,43.55,0.96,0.02,0,15.92
India,"Financial Year (Apr - Mar), 2008",PLANNING ( NITI AYOG ),,27.15,5.58,3.13,0.19,0.15,2.14,3.28,0.29,0.18,0.05,1.42
India,"Financial Year (Apr - Mar), 2017",MINORITY AFFAIRS,,13.56,0.7,1.54,,0.01,0.72,0.89,0.09,0.04,0.09,0.84
India,"Financial Year (Apr - Mar), 2017",LAND RESOURCES,,6.29,0.29,0.52,,0,0.76,0.19,0.03,0.02,0.24,0.68
India,"Financial Year (Apr - Mar), 2008",DEFENCE ( CIVIL ),,6253.64,1420.79,673.21,36.22,392.88,327.56,188.02,136.95,3.58,77.88,277.15
India,"Financial Year (Apr - Mar), 2008","MICRO , SMALL AND MEDIUM ENTERPRISES",,42.83,9.03,5.78,0.26,0.08,2.36,2.03,0.73,0.12,1.03,1.71
India,"Financial Year (Apr - Mar), 2018",EARTH SCIENCES,,283.38,23.65,33.17,,0,32.61,14.33,1.71,0.25,18.94,18.79
India,"Financial Year (Apr - Mar), 2005",URBAN DEVELOPMENT AND POVERTY ALLEVIATION,,286.78,51.57,21.46,4.7,2.31,9.9,4.17,2.94,0.45,2.3,6.74
India,"Financial Year (Apr - Mar), 2007",DEFENCE ( CIVIL ),,3961.56,1462.13,437.33,66.68,333.5,231.19,178.34,97.29,1.87,74.88,60.81
India,"Financial Year (Apr - Mar), 2018",PANCHAYATI RAJ,,8.95,0.82,1.05,,0,0.77,0.85,0.03,0.03,0.69,0.63
India,"Financial Year (Apr - Mar), 2013",COMMERCE,,146.36,117.66,31.44,,0.27,24.52,22.3,1.62,0.21,1.15,19.03
India,"Financial Year (Apr - Mar), 2017",WOMEN AND CHILD DEVELOPMENT,,29,1.49,3.5,,0.01,1.59,1.21,0.3,0,0.99,2.24
India,"Financial Year (Apr - Mar), 2009",COAL,,9.63,1.86,1.45,,0.04,0.5,0.56,0.12,0.05,0.27,0.79
India,"Financial Year (Apr - Mar), 2001",NON - CONVENTIONAL ENERGY SOURCES,,517.77,233.98,52.74,7.54,13.21,35.49,15.44,1.43,0,0,8.58
India,"Financial Year (Apr - Mar), 2021",TEXTILES,,124.73,31.8,10.98,,0.2,8.57,6.5,1.19,0.02,6.92,7.39
India,"Financial Year (Apr - Mar), 2019",FOOD AND PUBLIC DISTRIBUTION,,47.07,6.72,7.02,,0.01,3.37,2.87,0.25,0.23,3.31,3.9
India,"Financial Year (Apr - Mar), 2013",PLANNING ( NITI AYOG ),,37.92,33.37,6.6,,0.01,3.74,10.97,0.32,0.1,0.12,4.43
India,"Financial Year (Apr - Mar), 2008",PRIME MINISTER'S OFFICE,,9.19,1.93,1.03,0.07,0.23,0.72,1.72,0.11,0,0.1,0.45
India,"Financial Year (Apr - Mar), 2007",SPACE,,237.1,91.66,24.3,3.02,1.39,52.8,27.11,1.51,0.1,15.51,2.84
India,"Financial Year (Apr - Mar), 2002",EXPENDITURE,,743.88,374.66,67.91,13.38,14.21,21.39,49.62,8.3,4.78,22.08,18.37
India,"Financial Year (Apr - Mar), 2014",TOURISM,,8.38,9.33,1.6,,0.01,1.36,1.82,0.08,0.08,0.45,1.37
India,"Financial Year (Apr - Mar), 2006",PANCHAYATI RAJ,,1.09,0.3,0.15,0.02,0.17,0.21,0.3,0.01,0,0,0.03
India,"Financial Year (Apr - Mar), 2018",ECONOMIC AFFAIRS,,85.74,6.79,10.88,,0.03,4.84,8.57,0.5,0.37,4.36,6.04
India,"Financial Year (Apr - Mar), 2000",CIVIL AVIATION,,1028.69,403.37,159.04,32.69,18.42,77.42,63.51,28.71,2.45,28.94,35.29
India,"Financial Year (Apr - Mar), 2001",UNION PUBLIC SERVICE COMMISSION,,1231.05,549.19,218.76,44.21,11.97,37.29,76.55,35.99,47.39,0,41.71
India,"Financial Year (Apr - Mar), 2007",CORPORATE AFFAIRS,,17.95,7.72,3.64,0.51,0.09,1.08,1.15,0.32,0.04,0.47,0.52
India,"Financial Year (Apr - Mar), 2006",ECONOMIC AFFAIRS,,29.77,8.39,4.81,0.62,0.47,2.46,3.75,0.51,0.24,0.41,0.6
India,"Financial Year (Apr - Mar), 2016",PUBLIC ENTERPRISES,,4.57,1.25,0.3,,0,0.42,0.45,0.04,0.03,0.24,0.42
India,"Financial Year (Apr - Mar), 2007",POWER,,25.65,9.83,4.36,0.59,0.08,1.01,2.36,0.28,0.04,1.93,0.76
India,"Financial Year (Apr - Mar), 2019",STATISTICS AND PROGRAMME IMPLEMENTATION,,271.72,40.21,40.35,,0,17.48,18.58,1.16,0.32,17.68,16.56
India,"Financial Year (Apr - Mar), 2017",PARLIAMENTARY AFFAIRS,,7.11,0.33,1.59,,0.02,0.68,1.27,0.05,0.03,0.41,0.59
India,"Financial Year (Apr - Mar), 2009",LAND RESOURCES,,2.79,0.64,0.4,,0.05,0.24,0.34,0.03,0.06,0.12,0.34
India,"Financial Year (Apr - Mar), 2021",YOUTH AFFAIRS AND SPORTS,,19.04,4.99,3.05,,0.01,2.23,0.79,0.11,0.02,0.76,1.57
India,"Financial Year (Apr - Mar), 2007",PRIME MINISTER'S OFFICE,,5.3,2.07,0.69,0.15,0.29,0.51,1.62,0.1,0,0.12,0.12
India,"Financial Year (Apr - Mar), 2000",FOOD PROCESSING INDUSTRIES,,163.21,65.31,19.78,2.95,3.26,9.88,29.35,2.93,1.18,2.61,2.57
India,"Financial Year (Apr - Mar), 2012",PANCHAYATI RAJ,,2.17,1.45,0.24,,0.01,0.36,0.15,0.01,0.03,0.1,0.29
India,"Financial Year (Apr - Mar), 2007",DISINVESTMENT,,0.89,0.34,0.12,0.02,0.01,0.01,0.06,0.03,0,0.03,0.02
India,"Financial Year (Apr - Mar), 2012",OVERSEAS INDIAN AFFAIRS,,3.34,2.32,0.41,,0.01,0.53,1.75,0.01,0.01,0.18,0.43
India,"Financial Year (Apr - Mar), 2017",URBAN DEVELOPMENT,Including HUPA(**/@@).,1159.61,58.83,131.78,,0.24,40,14.78,5.24,3.31,10.15,76.89
India,"Financial Year (Apr - Mar), 2021",ECONOMIC AFFAIRS,,62.87,16.35,8.8,,0,5.71,1.93,0.36,0.45,4.14,4.09
India,"Financial Year (Apr - Mar), 2014",AYUSH,,4.65,4.89,0.87,,0.01,1.72,0.77,0.02,0.02,0.82,0.68
India,"Financial Year (Apr - Mar), 2007",CIVIL AVIATION,,15.48,6.04,2.4,0.4,0.24,0.17,3.36,0.28,0.05,0.23,0.28
India,"Financial Year (Apr - Mar), 2012",STEEL,,6.63,4.61,1.25,,0.07,1.08,0.84,0.06,0.1,0.5,1
India,"Financial Year (Apr - Mar), 2006",DISINVESTMENT,,0.89,0.24,0.12,0.02,0.01,0.01,0.02,0.03,0,0.03,0.02
India,"Financial Year (Apr - Mar), 2005",RAILWAYS,,11390.79,2392.07,1260.96,177.7,279.07,472.23,369.33,732.54,14.56,215.28,121.88
